qid,question,gold_answer,gold_url,predicted_answer,mrr_url,exact_match,recall_at_k,time,retrieved_urls
Q0,What was the name of the book that was incorporated into the Bibliotheca Apostolica Vaticana? Answer: Bibliotheca Palatina,"Dorothea Walz, Die historischen und philosophischen Handschriften der Codices Palatini Latini in der Vatikanischen Bibliothek (Cod. Pal. La, La, La, La, La, La, La, La, La, La, La, La, La",https://en.wikipedia.org/wiki/Bibliotheca_Palatina,Bibliotheca Palatina,1.0,0,1,1.3448076248168945,"['https://en.wikipedia.org/wiki/Bibliotheca_Palatina', 'https://en.wikipedia.org/wiki/Bibliotheca_Palatina', 'https://en.wikipedia.org/wiki/Bibliotheca_Palatina']"
Q1,Who was the first to announce his candidacy? Answer: George Takach,David Merner,https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election,Marc Garneau,1.0,0,1,1.1743237972259521,"['https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election', 'https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election', 'https://en.wikipedia.org/wiki/2013_Liberal_Party_of_Canada_leadership_election']"
Q2,What was the name of Nakhon Noi's father?,Sen Soulintha,https://en.wikipedia.org/wiki/Nakhon_Noi,Sen Soulintha,1.0,1,1,1.3174006938934326,"['https://en.wikipedia.org/wiki/Nakhon_Noi', 'https://en.wikipedia.org/wiki/Phraya_Ratsadanupradit_Mahitsaraphakdi', 'https://en.wikipedia.org/wiki/Maymunah_bint_al-Harith']"
Q3,What was the name of the band that added a new lead guitarist? _,Addictive,https://en.wikipedia.org/wiki/Addictive_(Australian_band),Addictive,0.5,1,1,1.1028110980987549,"['https://en.wikipedia.org/wiki/Awaken_(song)', 'https://en.wikipedia.org/wiki/Addictive_(Australian_band)', 'https://en.wikipedia.org/wiki/Hard-Fi']"
Q4,What is the name of the village that is surrounded by debris and inscribed with Arabic verses from the Qur'an? Answer: Sar'a Tell,Sar'a Tell,https://en.wikipedia.org/wiki/Sar%27a,Sar'a,1.0,0,1,1.151824951171875,"['https://en.wikipedia.org/wiki/Sar%27a', 'https://en.wikipedia.org/wiki/Sar%27a', 'https://en.wikipedia.org/wiki/Sar%27a']"
Q5,"How many goals did Henderson score in the 2008–09 season?, Answer: 6",6,https://en.wikipedia.org/wiki/Darius_Henderson,6,1.0,1,1,0.8297014236450195,"['https://en.wikipedia.org/wiki/Darius_Henderson', 'https://en.wikipedia.org/wiki/Darius_Henderson', 'https://en.wikipedia.org/wiki/Darius_Henderson']"
Q6,Who was the head coach of the Victoria Salmon Kings? Answer: Bryan Maxwell,Bryan Maxwell,https://en.wikipedia.org/wiki/Victoria_Salmon_Kings,Bryan Maxwell,1.0,1,1,1.043564796447754,"['https://en.wikipedia.org/wiki/Victoria_Salmon_Kings', 'https://en.wikipedia.org/wiki/Victoria_Salmon_Kings', 'https://en.wikipedia.org/wiki/Victoria_Salmon_Kings']"
Q7,What is the name of the school where Peterson earned his bachelor's degree?,Marshall School of Business,https://en.wikipedia.org/wiki/Jason_Peterson,Marshall School of Business,1.0,1,1,1.1239607334136963,"['https://en.wikipedia.org/wiki/Jason_Peterson', 'https://en.wikipedia.org/wiki/David_Rosenberg_(poet)', 'https://en.wikipedia.org/wiki/Ada_Lim%C3%B3n']"
Q8,What is the name of the plant that causes Panama disease? Answer: Fusarium oxysporum,banana,https://en.wikipedia.org/wiki/Fusarium_oxysporum,Fusarium oxysporum,1.0,0,1,1.3907408714294434,"['https://en.wikipedia.org/wiki/Fusarium_oxysporum', 'https://en.wikipedia.org/wiki/Fusarium_oxysporum', 'https://en.wikipedia.org/wiki/Fusarium_oxysporum']"
Q9,What is the name of the album that FM released in 1979? Answer: Surveillance,Surveillance,https://en.wikipedia.org/wiki/Surveillance_(FM_album),Surveillance,1.0,1,1,1.0511345863342285,"['https://en.wikipedia.org/wiki/Surveillance_(FM_album)', 'https://en.wikipedia.org/wiki/Hard-Fi', 'https://en.wikipedia.org/wiki/The_2nd_Imaginary_Symphony_for_Cloudmaking']"
Q10,What was Wu's first name?,Wu Jianqiu,https://en.wikipedia.org/wiki/Wu_Yingyin,Wu Jianqiu,1.0,1,1,1.7084920406341553,"['https://en.wikipedia.org/wiki/Wu_Yingyin', 'https://en.wikipedia.org/wiki/Wu_(state)', 'https://en.wikipedia.org/wiki/Yan_Kingdom_(Han_dynasty)']"
